Item,Terms,Level,Tense,Suitable response categories,Direction,Context,Contributor,Date,AI-drafted,Reviewed/edited
I can participate in sports or physical activities.,Sport,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Crime affects how safe I feel where I live.,Crime,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me get hurt emotionally or take things personally.,Hurt feelings,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Emotional awareness is common in people I interact with.,Emotional awareness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have a place where I feel emotionally safe and calm.,Inner haven,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel supported in finding purpose and meaning in life.,Purpose in life,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me often act irritable or agitated.,Irritability,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me show a healthy attitude toward themselves.,Attitude toward self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I live in housing that suits my needs and preferences.,Accomodation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me participate in or enjoy sports.,Sports,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have opportunities to do things with others.,Shared activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I regularly experience a sense of pleasure from what I do.,Gratification,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people and systems near me help me be productive.,Productivity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment supports long-term psychological wellbeing.,Future psychological wellbeing,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me help reinforce a sense of self-worth.,Esteem,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am part of a group that gives me a sense of belonging.,Group membership,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often have company and don't feel alone.,Company of others,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm supported in how I make sense of experiences.,Framing,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me are mostly emotionally stable.,Emotional stability,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often suffer from headaches or physical tension.,Headaches,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Ethical behaviour is valued by the people in my life.,Ethics,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People I know often dwell on negative thoughts.,Rumination,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have at least one relationship that feels safe and fulfilling.,Relationship,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me sometimes act aggressively or confrontationally.,Aggression,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have chances to take part in meaningful conversations.,Discussion,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Religious participation is accepted or valued where I live.,Religious membership,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have regular quality time with people who matter to me.,Time together,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am given time or tools to prepare for upcoming things.,Preparation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people near me support facing reality with openness.,Realism,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People expect me to keep striving toward goals that matter.,Goal striving,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My home environment supports learning or task completion.,Home work,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel supported to live in a way that reflects who I really am.,True to self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Government policies around debt affect my financial sense of security.,Public sector debt,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment supports staying focused on the present moment.,Present moment attention,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often deal with stress by emotionally detaching.,Detached coping,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Unexpected events regularly disrupt my usual activities.,Disruption of activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me encourage a cheerful and light-hearted mood.,Joviality,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Caring for others is expected and supported where I live.,Care for others,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often struggle with emotional health.,Emotional problems,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people I know frequently express disappointment in themselves.,Dissappointment with self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me encourage a positive outlook.,Positive outlook,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can use a train when I need to travel.,Using a train,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me react with fear in stressful situations.,Fright,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My setting supports feeling good about who I am.,Positive self regard,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Forgiveness is modelled and encouraged by people around me.,Foregiveness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Fame or recognition is often valued in my environment.,Fame,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often exaggerate the worst-case scenario.,Catastrophizing,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am encouraged to live in alignment with what matters to me.,Self-concordance,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I sometimes witness cruelty in the behaviour of others.,Cruelty,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment supports mental stimulation and curiosity.,Mental stimulation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Gender identity is respected in my social or institutional setting.,Gender identity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me often struggle with unclear direction.,Lack of clarity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am expected to help with outdoor chores like yard work.,Yard work,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have the ability to do what is needed day to day.,Functional ability,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can access transportation when I need it.,Transportation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am regularly involved in activities that feel worthwhile.,Valuable activity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I receive physical help when I need it.,Physical assistance,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Death is talked about in a way that encourages peace and acceptance.,Acceptance of death,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My current relationship is satisfying and emotionally supportive.,Relationship satisfaction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often feel tied down by obligations or expectations.,Tied-down,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can confide in others when I need emotional support.,Confiding in others,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I lack opportunities to grow, participate, or engage meaningfully.",Lack of opportunity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Acts of goodness and integrity are valued by people near me.,Goodness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My finances allow me to meet basic and personal needs.,Finances,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm encouraged to seek advice when I'm uncertain.,Seek advice,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Unemployment affects people I know or my wider community.,Unemployment,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me bring energy and enthusiasm.,Liveliness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can take a bus when I need to get somewhere.,Using a bus,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I get help from others when making important decisions.,Help with decisions,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have things in my life that give me a reason to keep going.,Reason for living,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My hygiene needs are met comfortably and consistently.,Hygiene,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have people who offer emotional support when needed.,Emotional help,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The environment supports me in completing school or training tasks.,Course work,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can access relief for pain when needed.,Pain relief,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often express feeling uneasy or unsettled.,Feeling uneasy,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I have regular access to media (e.g., news, TV, internet).",Use of media,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have someone to confide in when needed.,People to confide in,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often express a sense that outcomes are predetermined.,Fatalism,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have access to professional services for advice or support.,Professional support,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My daily environment includes ongoing difficulties.,Difficulty,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people near me help me feel valued and appreciated.,Feeling valued,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me generally try to stay healthy.,Healthiness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Imagination and creativity are encouraged where I spend time.,Imagination,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have enough time for the things that matter.,Time,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often seem lethargic or low-energy.,Lethargy,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My relationships with neighbours are warm or dependable.,Neighbors,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My setting supports staying organised and on track.,Self-organization,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me support becoming the best version of myself.,Actualisation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My spiritual life or relationship with God is acknowledged and supported.,Relationship with god,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me talk about what they think will happen.,Prediction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"I feel I'm making progress in life, based on how others live around me.",Percieved progress in life,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can access healthcare services when I need them.,Health care,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment feels dull or uninspiring.,Dullness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have a romantic partner I feel close to.,Partner,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm able to live in a way that feels true to who I am.,Self-conguence,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can complete regular household chores without much trouble.,Chores,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often feel confused or uncertain.,Confusion,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment allows for restful and sufficient sleep.,Sleeping,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Shortness of breath is a problem for me or people around me.,Shortness of breath,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I receive strong support from my family.,Family support,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can participate in sports or physical activities.,Sport,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Crime affects how safe I feel where I live.,Crime,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me get hurt emotionally or take things personally.,Hurt feelings,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Emotional awareness is common in people I interact with.,Emotional awareness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have a place where I feel emotionally safe and calm.,Inner haven,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel supported in finding purpose and meaning in life.,Purpose in life,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me often act irritable or agitated.,Irritability,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me show a healthy attitude toward themselves.,Attitude toward self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I live in housing that suits my needs and preferences.,Accomodation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me participate in or enjoy sports.,Sports,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have opportunities to do things with others.,Shared activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I regularly experience a sense of pleasure from what I do.,Gratification,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people and systems near me help me be productive.,Productivity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment supports long-term psychological wellbeing.,Future psychological wellbeing,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me help reinforce a sense of self-worth.,Esteem,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am part of a group that gives me a sense of belonging.,Group membership,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often have company and don't feel alone.,Company of others,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I'm supported in how I make sense of experiences.,Framing,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me are mostly emotionally stable.,Emotional stability,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me often suffer from headaches or physical tension.,Headaches,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Ethical behaviour is valued by the people in my life.,Ethics,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People I know often dwell on negative thoughts.,Rumination,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have at least one relationship that feels safe and fulfilling.,Relationship,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People near me sometimes act aggressively or confrontationally.,Aggression,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have chances to take part in meaningful conversations.,Discussion,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Religious participation is accepted or valued where I live.,Religious membership,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have regular quality time with people who matter to me.,Time together,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am given time or tools to prepare for upcoming things.,Preparation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people near me support facing reality with openness.,Realism,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People expect me to keep striving toward goals that matter.,Goal striving,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My home environment supports learning or task completion.,Home work,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel supported to live in a way that reflects who I really am.,True to self,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I avoid places or situations that remind me of a problem in my life.,Avoid thinking of problem,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often come across media content that shapes how people around me think.,Media influence,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have easy access to clean water and supplies for washing up.,Washing up,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I regularly witness people doing kind or inspiring things.,Elevation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often encounter people with cultural backgrounds different from my own.,Cultural differences,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am exposed to environments where disease is common.,Disease,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have opportunities for regular face-to-face interaction with others.,Regular interaction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me support my hopes for a better future.,Aspiration,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people I spend time with seem to be doing well socially.,Social wellbieng,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People notice problems in my environment before they become serious.,Early recognition,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people around me tend to expect good things to happen.,Expecting good things,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Others pay attention to my emotional needs.,Emotional care,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have access to training or qualifications that could improve my situation.,Qualifications,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often find myself in situations where things go my way.,Feeling lucky,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often face unexpected problems or setbacks.,Misfortune,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am in relationships that feel healthy and fulfilling.,Relational satisfaction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I struggle to afford basic needs or bills.,Financial difficulty,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My environment often pulls my attention away from what I want to focus on.,Distration,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People rely on me in ways that make me feel important.,Being needed,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have enough time and space in my life to take things easy when I want.,Taking it easy,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often need to rely on others to meet my daily needs.,Depending on others,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have chances to talk with others throughout my day.,Interaction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People in my community generally trust the government to do what is right.,Trust in government,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My surroundings reflect that life is treated as something valuable.,Value of life,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am satisfied with the quality of my social relationships.,Social satisfaction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can easily shop for what I need within my local area.,Local shopping,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The things I do feel important to the people around me.,Relevance,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
"In my environment, men and women are paid equally for similar work.",Gender pay gap,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me use humor in uplifting and respectful ways.,Positive humor,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have chances to achieve things that matter to me.,Achivement,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have access to quiet places where I can be alone when I want to.,Solitude,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
There are systems in place around me that help prevent problems.,Prevention,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have access to places or materials for making art or being creative.,Artistic activities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People in my environment focus a lot on gaining status or recognition.,Status seeking,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me tend to react emotionally to small issues.,Emotional reactivity,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I sometimes feel disconnected from my body or surroundings.,Out-of-body experiences,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People in my environment often act based on feelings rather than facts.,Emotional reasoning,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me are often disrespectful toward each other.,Disrespect,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often hear or see things that lift my mood.,Uplift,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel the legal system works fairly in my community.,Satisfaction with legal system,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often find myself switching tasks to avoid unpleasant situations.,Doing something else,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can easily attend art events like exhibitions or performances nearby.,Artistic events,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People in my environment are treated fairly regardless of who they are.,Fair treatment,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People show that they believe in my ability to succeed.,Conveying confidence in other's abilities,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often feel uplifted by the actions of others around me.,Elavation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People in my area are actively involved in voting and civic life.,Voter participation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Cultural events or practices are visible and valued where I live.,Culture,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have the chance to take short breaks during the day when I need them.,Taking a break,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I struggle to fall asleep even when I have the chance to rest.,Difficulty falling asleep,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have the financial means to meet my needs comfortably.,Financial means,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have strong connections with people I trust.,Social ties,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have a clear idea of where I'm heading in life.,Sense of direction,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can count on others for help when I need it.,Social help,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can make sense of the events happening around me.,Sense-making,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have safe ways to release stress or frustration.,Blowing off steam,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have enough physical energy to do the things I want to do.,Satisfaction with energy,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Help is available to me when I am in need.,Aid,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My efforts are often noticed or rewarded by others.,Reward,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me support me in using and improving my skills.,Support competence,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have the physical ability and space to move around freely.,Jumping,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often wake up during the night and have trouble staying asleep.,Broken sleep,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
The people I live or work with generally get along well.,Getting along well,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am satisfied with the education options available to me or my family.,Satisfaction with education,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have financial resources that allow for more than just basic needs.,Financial wealth,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I can talk openly with someone about problems I'm facing.,Discuss problem,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am given choices in the things that affect me.,Providing choice,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me encourage me to take initiative.,Encouraging initiative,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I regularly have to do physically demanding housework.,Heavy housework,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I often face setbacks that make progress difficult.,Set-backs,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I've had experiences where I felt deeply connected to others or the world.,Merging of consciousness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I know what I want in most areas of my life.,Clear wants,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My local environment affects my health or well-being.,Environmental impact on individual,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People in my environment take action to solve problems.,Addressing problems,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me often act without thinking things through.,Impulsiveness,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I feel able to express my political views freely.,Political voice,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I bounce back quickly after emotionally difficult experiences.,Quick emotional recovery,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have opportunities to learn or experience new things.,Expanding horizons,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
There is a large gap between rich and poor in my area.,Income inequality,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me have a clear understanding of what's really happening.,Awareness of reality,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have access to training that can help me in a career.,Professional training,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
Information about the signs of disease is easy to find where I live.,Warning signs of disease,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People around me explain events in hopeful or positive ways.,Optimistic explanation,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People respect my space when I need time alone.,Backing off,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I have chances to advance in life if I work hard.,Advancement,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
My community supports people in developing useful skills and knowledge.,Human capital,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
People often blame others for their own problems.,Projecting problems onto others,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I am satisfied with how the police serve my community.,Satisfaction with police,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
I regularly have trouble sleeping at night.,Insomnia,Circumstances,Present,"Agree-disagree, Not true-very true",,General,1,14/06/2025,y,
